 Peopleid,Job Satisfaction,Salary,Salary Unit,Location,Job Title,Firm Type,Firm Size,Health Insurance,Overtime,Vacation Days,Annual Bonus,Work Status,Years of Experience,Age,Gender,Licensed,Undergraduate School,Graduate School,Post-Graduate School,Date,Year
8073,6,75000,year,"San Francisco, CA, US",Intermediate Designer,Corporate,51-100,Yes,Unpaid Overtime,15.0,,Full-time,8-10,31-35,Male,No,"University of California, Berkeley",,,2015-08-01,2015
8068,5,82000,year,"New York, US",Associate,Other,16-30,Yes,Unpaid Overtime,15.0,,Full-time,16-20,56-60,Female,Licensed,,City College of New York (CCNY),,2015-08-01,2015
8066,8,40000,year,"Chicago, IL, US",Intermediate Architect,Corporate,31-50,Yes,Paid Overtime,15.0,"3,500",Full-time,1,21-25,Male,No,University of Illinois at Chicago,University of Illinois at Chicago,,2015-08-01,2015
8065,9,54080,hour,"Chicago, IL, US",Project Manager,,6-10,Yes,Paid Overtime,15.0,"1,500",Full-time,8-10,31-35,Female,No,Tulane University,Tulane University,,2015-08-01,2015
8064,2,26400,year,"New York, NY, US",Junior Designer,,11-15,,,,,,2,26-30,Male,No,,,,2015-08-01,2015
8062,8,67000,year,"Chicago, IL, US",Project Manager,,11-15,Yes,Unpaid Overtime,15.0,"2,000",Full-time,11-15,31-35,Female,Licensed,University of Notre Dame,,,2015-08-01,2015
8061,7,52000,year,"Phoenix, AZ, US",Junior Designer,Boutique,11-15,Yes,No Overtime,14.0,"3,000",Full-time,3,26-30,Male,No,University of Southern California (USC),"University of California, Berkeley",,2015-08-01,2015
8060,8,40000,year,"New York, NY, US",Junior Architect,,101-200,,,,,,1,26-30,Male,No,,,,2015-08-01,2015
8059,7,68000,year,"Washington, DC, US",Project Architect,Corporate,501+,Yes,Unpaid Overtime,15.0,"3,000",Full-time,8-10,31-35,Male,Licensed,Virginia Polytechnic Institute and State University (Virginia Tech),Virginia Polytechnic Institute and State University (Virginia Tech),,2015-08-01,2015
8058,9,50000,year,"New York, NY, US",Job Captain,Individual,2-5,,Paid Overtime,,,Freelance,2,21-25,Male,No,The Cooper Union,,,2015-08-01,2015
8057,8,65000,year,"San Francisco, CA, US",Intermediate Architect,Other,16-30,Yes,Paid Overtime,15.0,"3,000",Full-time,11-15,36-40,Male,No,"University of California, Berkeley",,,2015-08-01,2015
8056,8,85000,year,"Miami, FL, US",Interior Designer,,501+,,,,,,11-15,46-50,Female,No,,,,2015-08-01,2015
8055,5,29120,hour,"Los Angeles, CA, US",Junior Designer,Boutique,2-5,,Unpaid Overtime,,,Full-time,2,26-30,Male,No,,,,2015-08-01,2015
8052,10,42000,year,"Chicago, IL, US",Junior Architect,,2-5,,,,,,2,31-35,Male,No,,,,2015-08-01,2015
8050,8,46500,year,"Philadelphia, PA, US",Junior Designer,Corporate,201-500,Yes,Paid Overtime,18.0,"2,500",Full-time,2,26-30,Male,No,Philadelphia University,,,2015-08-01,2015
8049,9,120000,year,"Plantation, FL, US",Partner,Corporate,6-10,,No Overtime,30.0,,Full-time,11-15,51-55,Male,Licensed,,,,2015-08-01,2015
8048,7,80000,year,"New York, NY, US",Intermediate Architect,Boutique,51-100,Yes,Unpaid Overtime,,,Full-time,8-10,31-35,Male,Licensed,,,,2015-08-01,2015
8045,10,250000,year,"Los Angeles, CA, US",Principal,Individual,1,Yes,,,,Freelance,> 40,61-65,Male,Licensed,Rhode Island School of Design (RISD),Rhode Island School of Design (RISD),,2015-08-01,2015
8044,7,70000,year,"Cincinnati, OH, US",Project Architect,Corporate,101-200,Yes,Unpaid Overtime,23.0,"4,500",Full-time,16-20,36-40,Male,Licensed,University of Cincinnati,,,2015-08-01,2015
8043,3,57500,year,"Washington, DC, US",Interior Architect,Boutique,2-5,Yes,No Overtime,12.0,,Full-time,3-5,31-35,Female,No,,,,2015-08-01,2015
8041,8,24960,hour,"New York, NY, US",Intern,,2-5,,,,,Full-time,1,18-20,Female,No,City College of New York (CCNY),,,2015-08-01,2015
8040,7,60000,year,"New York, NY, US",Associate,,11-15,,,,,,3-5,21-25,Male,No,,,,2015-08-01,2015
8038,6,38000,year,"Boston, MA, US",Junior Architect,Other,16-30,Yes,Unpaid Overtime,10.0,"6,000",,3,31-35,Female,No,,Boston Architectural College (BAC),,2015-08-01,2015
8037,7,40000,year,"Portland, OR, US",Intern,Corporate,201-500,Yes,Paid Overtime,10.0,"2,500",Full-time,3,26-30,Female,No,,University of Oregon,,2015-08-01,2015
8036,6,80000,year,"Philadelphia, PA, US",Associate,Corporate,501+,Yes,No Overtime,15.0,"4,000",Full-time,11-15,36-40,Female,Licensed,The Pennsylvania State University (Penn State),,,2015-08-01,2015
8035,8,57500,year,"New York, NY, US",Junior Architect,Individual,6-10,Yes,Unpaid Overtime,10.0,"1,000",Full-time,2,26-30,Male,No,Pratt Institute,,,2015-08-01,2015
8033,7,100000,year,"Alexandria, VA, US",Associate,,6-10,Yes,,,,Full-time,31-40,51-55,Male,Licensed,,,,2015-08-01,2015
8031,6,72000,year,"New York, NY, US",Associate,Corporate,31-50,Yes,Unpaid Overtime,18.0,"2,000",Full-time,3,31-35,Male,No,"University of California, Los Angeles (UCLA)",University of Pennsylvania,,2015-08-01,2015
8030,6,72000,year,"New York, NY, US",Associate,Starchitect,31-50,Yes,Unpaid Overtime,18.0,"2,000",Full-time,3,31-35,Male,No,"University of California, Los Angeles (UCLA)",University of Pennsylvania,,2015-08-01,2015
8028,8,95000,year,"Indianapolis, IN, US",Project Manager,,2-5,,,,,,21-25,46-50,Male,No,,,,2015-08-01,2015
8026,8,54080,hour,"San Francisco, CA, US",Junior Architect,Boutique,6-10,Yes,Paid Overtime,10.0,,Full-time,3,26-30,Male,No,"California Polytechnic State University, San Luis Obispo",,,2015-08-01,2015
8025,9,48000,year,"Minneapolis, MN, US",Designer,Boutique,11-15,Yes,Unpaid Overtime,14.0,"5,000",Full-time,3,26-30,Female,No,,,,2015-08-01,2015
8022,8,48000,year,"Orlando, FL, US",Junior Architect,Corporate,31-50,Yes,No Overtime,14.0,,Full-time,3,26-30,Female,Licensed,University of South Florida,University of South Florida,,2015-08-01,2015
8021,3,45760,year,"San Francisco, CA, US",Designer,Other,16-30,Yes,Unpaid Overtime,10.0,,Full-time,3,26-30,Female,No,University of Maryland,University of Washington,,2015-08-01,2015
8020,5,52500,year,"New York, NY, US",Junior Architect,,6-10,,,,,,3,26-30,Male,No,,,,2015-08-01,2015
8019,6,45000,year,"Arkansas, US",Intern,,6-10,Yes,Unpaid Overtime,10.0,"1,500",Full-time,3-5,21-25,Male,No,,,,2015-08-01,2015
8017,9,42000,year,"New York, NY, US",Junior Designer,Individual,101-200,Yes,Unpaid Overtime,,,,< 1,21-25,Male,No,,,,2015-08-01,2015
8015,6,82000,year,"Chicago, IL, US",Project Manager,Corporate,501+,Yes,No Overtime,20.0,"8,000",Full-time,21-25,41-45,Male,Licensed,Illinois Institute of Technology (IIT),,,2015-08-01,2015
8014,8,70000,year,"Los Angeles, CA, US",Intermediate Designer,Corporate,16-30,Yes,Unpaid Overtime,,"2,000",Full-time,3-5,26-30,Male,No,Texas A&M University,University of Colorado at Denver,,2015-08-01,2015
8013,4,48000,year,"New York, US",Intermediate Architect,Individual,51-100,Yes,Unpaid Overtime,10.0,"1,500",Full-time,3,31-35,Male,No,,University of Cincinnati,,2015-08-01,2015
8012,8,58500,year,"Chicago, IL, US",Intermediate Architect,Corporate,11-15,Yes,Unpaid Overtime,8.0,"1,500",Full-time,6-7,31-35,Male,No,,,,2015-08-01,2015
8011,6,24960,hour,"Oklahoma, US",Student Intern,Individual,11-15,,Unpaid Overtime,,,Full-time,1,21-25,Male,No,The University of Oklahoma,,,2015-08-01,2015
8010,10,48000,year,"Fort Worth, TX, US",Intern,Other,16-30,Yes,Unpaid Overtime,,"2,000",Full-time,< 1,21-25,Male,No,Texas Tech University,Texas Tech University,,2015-08-01,2015
8009,7,65000,year,"Norwalk, CT, US",Job Captain,Corporate,501+,Yes,Paid Overtime,12.0,,Full-time,6-7,31-35,Female,No,New York Institute of Technology (NYIT),,,2015-08-01,2015
8007,4,40000,year,"Omaha, NE, US",Designer,Other,11-15,Yes,No Overtime,10.0,,Full-time,2,26-30,Male,No,University of Nebraska-Lincoln,University of Nebraska-Lincoln,,2015-08-01,2015
8004,8,53000,year,"New York, NY, US",Marketing Director,,51-100,Yes,No Overtime,10.0,,Full-time,3,26-30,Male,No,,,,2015-08-01,2015
8002,7,45000,year,"New York, NY, US",Junior Architect,,51-100,Yes,Unpaid Overtime,10.0,,Full-time,1,26-30,Female,No,,,,2015-08-01,2015
8001,6,72000,year,"Chantilly, VA, US",Project Architect,Other,16-30,Yes,Unpaid Overtime,15.0,,Full-time,11-15,36-40,Female,No,,,,2015-08-01,2015
8000,5,85000,year,"Chicago, IL, US",Project Architect,Boutique,6-10,Yes,Unpaid Overtime,10.0,,Full-time,11-15,36-40,Male,Licensed,Lawrence Technological University,"University of California, Los Angeles (UCLA)",,2015-08-01,2015
7998,4,65000,year,"New York, NY, US",BIM Specialist,Individual,11-15,Yes,Unpaid Overtime,15.0,"2,000",Full-time,3-5,26-30,Male,No,,,,2015-08-01,2015
7996,3,51000,year,"Los Angeles, CA, US",Designer,Corporate,101-200,Yes,Unpaid Overtime,10.0,"3,000",Full-time,6-7,26-30,Female,No,Cornell University,,,2015-08-01,2015
7994,5,57000,year,"New York, NY, US",Intermediate Architect,Boutique,11-15,Yes,Unpaid Overtime,5.0,,Full-time,3-5,26-30,Male,No,University of Kentucky,Harvard University,,2015-08-01,2015
7993,8,31200,hour,"Ann Arbor, MI, US",Intern,Boutique,6-10,,Paid Overtime,,,Full-time,< 1,26-30,Male,No,University of Michigan,,,2015-08-01,2015
7992,6,55000,year,"Honolulu, HI, US",Junior Designer,Boutique,11-15,Yes,Unpaid Overtime,20.0,"1,000",Full-time,2,36-40,Male,No,,,,2015-08-01,2015
7991,8,50000,year,"Boston, MA, US",Junior Architect,,2-5,,,,,,1,21-25,Female,No,,,,2015-08-01,2015
7990,3,58000,year,"San Francisco, CA, US",Project Architect,Boutique,2-5,Yes,No Overtime,15.0,"1,000",Full-time,8-10,31-35,Male,No,California College of the Arts,,,2015-08-01,2015
7989,9,82000,year,"West Hollywood, CA, US",Associate,Other,101-200,Yes,No Overtime,14.0,,Full-time,6-7,26-30,Female,No,"University of California, Los Angeles (UCLA)","University of California, Los Angeles (UCLA)",,2015-08-01,2015
7988,10,62000,year,"Houston, TX, US",Project Manager,Other,11-15,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Female,Licensed,Texas A&M University,Virginia Polytechnic Institute and State University (Virginia Tech),,2015-08-01,2015
7985,7,66000,year,"Newport Beach, CA, US",Project Manager,Corporate,16-30,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,Pratt Institute,,,2015-08-01,2015
7981,9,38000,year,"South Bend, IN, US",Intern,Other,16-30,Yes,No Overtime,10.0,,Full-time,1,26-30,Female,No,Andrews University,Andrews University,,2015-08-01,2015
7980,6,39000,year,"Royal Oak, MI, US",Draftsperson,Individual,16-30,Yes,Paid Overtime,6.0,,Full-time,2,21-25,Female,No,Lawrence Technological University,Lawrence Technological University,,2015-08-01,2015
7979,9,52000,year,"Palo Alto, CA, US",Junior Designer,,6-10,Yes,,,,Full-time,< 1,21-25,Male,No,Andrews University,Andrews University,,2015-08-01,2015
7978,8,70000,year,"Tacoma, WA, US",Project Architect,Other,51-100,Yes,No Overtime,15.0,,Full-time,11-15,36-40,Female,Licensed,Washington State University,,,2015-08-01,2015
7977,6,53000,year,"Orlando, FL, US",Interior Designer,Corporate,201-500,Yes,Unpaid Overtime,30.0,"1,100",Full-time,11-15,31-35,Female,Licensed,,,,2015-08-01,2015
7976,6,42500,year,"Olathe, KS, US",Intern,,2-5,,,,,,3,31-35,Female,No,,,,2015-08-01,2015
7975,8,60000,year,"Houston, TX, US",Intern,Corporate,11-15,Yes,No Overtime,10.0,"5,000",Full-time,1,26-30,Male,No,,,,2015-08-01,2015
7974,7,43680,year,"Berrien Springs, MI, US",Intern,Boutique,2-5,,Unpaid Overtime,15.0,,Full-time,1,21-25,Female,No,Andrews University,Andrews University,,2015-08-01,2015
7973,10,46000,year,"Fort Worth, TX, US",Designer,Corporate,51-100,Yes,Unpaid Overtime,15.0,500,Full-time,2,21-25,Male,No,Andrews University,Andrews University,,2015-08-01,2015
7971,8,48000,year,"Gaithersburg, MD, US",Junior Architect,,31-50,Yes,Paid Overtime,10.0,,Full-time,< 1,21-25,Male,No,Andrews University,Andrews University,,2015-08-01,2015
7970,8,42300,year,"Galveston, TX, US",Designer,Boutique,2-5,Yes,Unpaid Overtime,10.0,,Full-time,1,21-25,Female,No,Andrews University,Andrews University,,2015-08-01,2015
7968,8,45000,year,"Benton Harbor, MI, US",Junior Architect,,11-15,Yes,,15.0,"2,000",,2,26-30,Male,No,,,,2015-08-01,2015
7967,7,36500,year,"Indianapolis, IN, US",Associate,Individual,2-5,Yes,Unpaid Overtime,10.0,,Full-time,1,26-30,Male,No,Andrews University,Andrews University,,2015-08-01,2015
7966,3,48000,year,"South Bend, IN, US",Associate,,2-5,,,,,,2,21-25,Male,No,,,,2015-08-01,2015
7964,9,100000,year,"Paris, NY, US",Senior Architect,Corporate,201-500,Yes,Unpaid Overtime,33.0,"6,000",Full-time,> 40,61-65,Male,Licensed,UC Berkeley CED,University College London (UCL),,2015-08-01,2015
7963,6,48000,year,"Los Angeles, CA, US",Designer,Boutique,31-50,Yes,Unpaid Overtime,15.0,"2,000",Full-time,3-5,26-30,Male,No,"California Polytechnic State University, San Luis Obispo",,,2015-08-01,2015
7961,5,47000,year,"Boston, MA, US",Junior Designer,Corporate,51-100,Yes,Paid Overtime,14.0,"1,500",Full-time,2,26-30,Male,No,,,,2015-08-01,2015
7960,3,67500,year,"San Francisco, CA, US",Project Manager,Boutique,11-15,Yes,Unpaid Overtime,14.0,"2,000",Full-time,3-5,31-35,Female,No,"California Polytechnic State University, San Luis Obispo",,,2015-08-01,2015
7959,5,60000,year,"Boston, MA, US",Intermediate Designer,Corporate,501+,Yes,Unpaid Overtime,18.0,"2,000",Full-time,8-10,31-35,Female,Licensed,,,,2015-08-01,2015
7958,5,53000,year,"Santa Monica, CA, US",Junior Designer,,6-10,Yes,Paid Overtime,10.0,"2,000",Full-time,3,26-30,Male,No,The University of Texas at Austin,,,2015-08-01,2015
7957,4,49000,year,"New York, NY, US",Project Manager,Boutique,16-30,Yes,No Overtime,15.0,,Full-time,6-7,31-35,Female,No,,,,2015-08-01,2015
7956,9,45000,year,"Brentwood, TN, US",Intern,Corporate,31-50,Yes,Paid Overtime,,,Full-time,< 1,26-30,Male,No,,,,2015-08-01,2015
7955,9,76000,year,"New York, NY, US",Project Architect,Other,11-15,Yes,Unpaid Overtime,,"6,000",Full-time,6-7,31-35,Female,No,Bauhaus-Universität Weimar,Bauhaus-Universität Weimar,,2015-08-01,2015
7954,8,72000,year,"Los Angeles, CA, US",Intermediate Architect,Boutique,16-30,Yes,Unpaid Overtime,7.0,,Full-time,6-7,31-35,Female,No,,,,2015-08-01,2015
7953,9,90000,year,"Dallas, TX, US",Senior Architect,Corporate,501+,Yes,Unpaid Overtime,20.0,"5,000",Full-time,21-25,41-45,Male,Licensed,,,,2015-08-01,2015
7950,9,48000,year,"San Diego, CA, US",Job Captain,Boutique,51-100,Yes,Unpaid Overtime,13.0,"2,600",Full-time,3-5,26-30,Male,No,,,,2015-08-01,2015
7949,7,60000,year,"Jacksonville, FL, US",Project Architect,Corporate,201-500,Yes,Unpaid Overtime,15.0,,Full-time,6-7,31-35,Female,Licensed,University of Florida,University of Pennsylvania,,2015-08-01,2015
7945,8,60000,year,"New York, NY, US",Designer,,31-50,Yes,Unpaid Overtime,15.0,"8,000",Full-time,3-5,21-25,Female,No,Syracuse University,,,2015-07-01,2015
7944,7,43000,year,"Boston, MA, US",Junior Designer,Individual,2-5,Yes,No Overtime,10.0,"1,000",Full-time,3,26-30,Male,No,Roger Williams University,Roger Williams University,,2015-07-01,2015
7943,8,48000,year,"New York, NY, US",Designer,Boutique,16-30,Yes,Unpaid Overtime,,"5,000",Full-time,2,21-25,Male,No,,,,2015-07-01,2015
7941,10,43000,year,"Philadelphia, PA, US",Designer,,16-30,,,,,,1,21-25,Male,No,,,,2015-07-01,2015
7940,10,45000,year,"Los Angeles, CA, US",Designer,Boutique,6-10,Yes,No Overtime,15.0,,Full-time,1,21-25,Female,No,UC Berkeley CED,,,2015-07-01,2015
7939,7,24000,year,"New York, NY, US",Intern,,6-10,,,,,,1,21-25,Female,No,,,,2015-07-01,2015
7935,8,89000,year,"Chicago, IL, US",Senior Architect,Corporate,2-5,Yes,Unpaid Overtime,14.0,,Full-time,21-25,51-55,Male,Licensed,Milwaukee School of Engineering,,,2015-07-01,2015
7934,7,58240,hour,"Washington, DC, US",Intermediate Architect,Individual,16-30,,Unpaid Overtime,,"2,000",Full-time,8-10,31-35,Female,No,,,,2015-07-01,2015
7933,8,43000,year,"Philadelphia, PA, US",Designer,,11-15,,,,,,3-5,31-35,Female,No,,,,2015-07-01,2015
7931,9,80660,year,"Dallas, TX, US",Associate,Corporate,201-500,Yes,Paid Overtime,15.0,"5,000",Full-time,3-5,31-35,Female,Licensed,Ohio University,University of Cincinnati,,2015-07-01,2015
7930,7,60000,year,"New York, NY, US",Junior Architect,Individual,11-15,Yes,Unpaid Overtime,10.0,,Full-time,3-5,26-30,Male,No,Pratt Institute,,,2015-07-01,2015
7929,9,145000,year,"State College, PA, US",Professor,Other,501+,Yes,No Overtime,25.0,,Full-time,26-30,51-55,Male,Licensed,Brown University,Princeton University,,2015-07-01,2015
7928,7,48500,year,"Boston, MA, US",Job Captain,Corporate,51-100,Yes,Paid Overtime,10.0,"1,200",Full-time,1,21-25,Male,Licensed,Wentworth Institute of Technology,Wentworth Institute of Technology,,2015-07-01,2015
7926,7,64000,year,"Sacramento, CA, US",Project Architect,Corporate,16-30,Yes,Unpaid Overtime,10.0,"5,000",Full-time,8-10,36-40,Female,Licensed,Southern California Institute of Architecture (SCI-Arc),,,2015-07-01,2015
7925,8,103000,year,"San Francisco, CA, US",Project Architect,Corporate,501+,Yes,Paid Overtime,14.0,,Full-time,8-10,31-35,Male,Licensed,The University of Kansas,,,2015-07-01,2015
7922,5,76400,year,"San Francisco, CA, US",Associate,Corporate,501+,Yes,Unpaid Overtime,22.0,"3,000",Full-time,6-7,31-35,Male,No,UC Berkeley CED,,,2015-07-01,2015
7921,8,31200,hour,"Northville, MI, US",Intern,Boutique,2-5,,Paid Overtime,,,Full-time,< 1,21-25,Female,No,,,,2015-07-01,2015
7920,10,88000,year,"New York, NY, US",Project Manager,Corporate,16-30,Yes,Paid Overtime,21.0,"10,000",Full-time,8-10,31-35,Female,No,University of Michigan,,,2015-07-01,2015
7919,3,34600,year,"Detroit, MI, US",Junior Designer,Corporate,16-30,,Paid Overtime,7.0,,Full-time,2,21-25,Female,No,,University of Detroit Mercy,,2015-07-01,2015
7918,7,50000,year,"Brooklyn, NY, US",Designer,Boutique,11-15,Yes,,17.0,,Full-time,< 1,21-25,Female,No,Syracuse University,,,2015-07-01,2015
7917,8,53000,year,"Atlanta, GA, US",Junior Architect,Corporate,101-200,Yes,Unpaid Overtime,24.0,"3,500",Full-time,2,21-25,Female,No,Southern Polytechnic State University,,,2015-07-01,2015
7916,8,85000,year,"Miami, FL, US",Project Manager,,16-30,Yes,Unpaid Overtime,20.0,,Full-time,11-15,36-40,Male,Licensed,,,,2015-07-01,2015
7914,10,59500,year,"New York, NY, US",Intermediate Architect,Boutique,6-10,Yes,Unpaid Overtime,14.0,,Full-time,3-5,26-30,Female,No,,,,2015-07-01,2015
7912,7,108000,year,"San Francisco, CA, US",Project Architect,,201-500,Yes,,,,,16-20,41-45,Male,Licensed,,,,2015-07-01,2015
7911,8,31200,year,"Miami, FL, US",Junior Designer,Individual,6-10,Yes,Paid Overtime,5.0,,Full-time,1,26-30,Female,No,Florida International University,Florida International University,,2015-07-01,2015
7910,9,65000,year,"Chicago, IL, US",Junior Designer,Corporate,31-50,Yes,Paid Overtime,14.0,,,1,26-30,Male,No,,University of Illinois at Urbana-Champaign,,2015-07-01,2015
7909,8,85000,year,"Newark, NJ, US",Senior Architect,Corporate,16-30,Yes,,15.0,"3,000",Full-time,31-40,51-55,Female,Licensed,New Jersey Institute of Technology (NJIT),,,2015-07-01,2015
7908,3,63000,year,"San Francisco, CA, US",Job Captain,,11-15,Yes,Unpaid Overtime,10.0,"5,500",Full-time,3-5,26-30,Female,No,"University of California, Berkeley",California College of the Arts,,2015-07-01,2015
7907,10,42000,year,"Las Vegas, NV, US",Designer,Corporate,6-10,Yes,Unpaid Overtime,7.0,"1,000",Full-time,1,21-25,Female,No,,The University of New Mexico,,2015-07-01,2015
7906,9,50000,year,"New York, NY, US",Designer,Corporate,51-100,Yes,Unpaid Overtime,20.0,"1,000",Full-time,< 1,26-30,Male,No,University of Florida,University of Florida,,2015-07-01,2015
7903,4,120000,year,"Annapolis, MD, US",Senior Architect,Corporate,11-15,Yes,No Overtime,12.0,,Full-time,16-20,41-45,Male,Licensed,,,,2015-07-01,2015
7899,7,92000,year,"New York, NY, US",Project Manager,Corporate,31-50,Yes,No Overtime,15.0,"4,500",Full-time,16-20,41-45,Male,No,,,,2015-07-01,2015
7896,6,61000,year,"Eugene, OR, US",Intermediate Architect,Other,31-50,Yes,Unpaid Overtime,21.0,"1,000",Full-time,11-15,36-40,Female,Licensed,"California Polytechnic State University, San Luis Obispo",,,2015-07-01,2015
7895,7,82000,year,"Irvine, CA, US",Job Captain,Corporate,201-500,Yes,Unpaid Overtime,10.0,"6,000",Full-time,11-15,36-40,Male,No,"California Polytechnic State University, San Luis Obispo",,,2015-07-01,2015
7894,4,45000,year,"New York, NY, US",Intern,,31-50,,,,,,1,21-25,Male,No,,,,2015-07-01,2015
7893,8,53000,year,"Philadelphia, PA, US",Junior Designer,Corporate,51-100,Yes,,,,,3-5,26-30,Male,No,University of Maryland,University of Virginia,,2015-07-01,2015
7891,8,58240,hour,"Los Angeles, CA, US",Designer,Corporate,51-100,Yes,Paid Overtime,10.0,"1,000",Full-time,3,26-30,Male,No,,UC Berkeley CED,,2015-07-01,2015
7890,7,52000,hour,"San Francisco, CA, US",Intermediate Designer,Boutique,16-30,Yes,Paid Overtime,14.0,"1,000",Full-time,2,26-30,Female,No,University of Georgia,University of Colorado at Denver,,2015-07-01,2015
7888,3,83000,year,"New York, NY, US",Technical Architect,Corporate,51-100,Yes,Paid Overtime,10.0,"1,500",Full-time,16-20,46-50,Female,No,,,,2015-07-01,2015
7887,9,46000,year,"Seattle, WA, US",Intern,Boutique,6-10,,No Overtime,15.0,"1,000",Full-time,2,26-30,Male,No,University of Washington,,,2015-07-01,2015
